MethodGroup,MSE,MAE,R2,Score
gridsearch,12.120133161136891,2.188799785587278,0.604169653110079,1.0239644543239579
notuning,12.32094622782341,2.2180963684640234,0.5335909791012979,0.878286080018192
randomsearch,11.96578795043776,2.179197522412368,0.6075366457934135,1.0463626089228488
