N2O,IF_Outlier,LOF_Outlier,OCSVM_Outlier,Elliptic_Outlier,HBOS_Outlier,DBSCAN_Outlier,Mahalanobis_Distance,Mahalanobis_Outlier
2.10142383,1,1,1,1,0,0,0.1883999625199973,0
2.031806149,1,1,1,1,0,0,0.19084369507014723,0
4.943446833,1,1,1,1,0,0,0.08863875213572736,0
5.533661296,1,1,1,1,0,0,0.06792093628658455,0
5.025757771,1,1,1,1,0,0,0.08574945856066597,0
3.101627962,1,1,1,1,0,0,0.1532906144484511,0
2.108207184,1,1,1,1,0,0,0.1881618519892976,0
2.01884872,1,1,1,1,0,0,0.1912985291088386,0
1.710316029,1,1,1,1,0,0,0.20212869996417138,0
1.721760876,1,1,1,1,0,0,0.2017269608550306,0
2.24717742,1,1,1,1,0,0,0.18328369339025985,0
3.987497463,1,1,1,1,0,0,0.1221946614709483,0
4.499277417,1,1,1,1,0,0,0.10423006807830079,0
3.330966499,1,1,1,1,0,0,0.14524033124710933,0
3.799833697,1,1,1,1,0,0,0.1287820692511345,0
3.682277234,1,1,1,1,0,0,0.13290855768032533,0
2.596670769,1,1,1,1,0,0,0.17101571403868945,0
2.770508507,1,1,1,1,0,0,0.16491363001789255,0
1.476872973,1,1,1,1,0,0,0.21032306074090676,0
1.613950989,1,1,1,1,0,0,0.20551132319381474,0
1.139970869,1,1,1,1,0,0,0.22214905991141637,0
1.657043401,1,1,1,1,0,0,0.20399868547942618,0
2.172975276,1,1,1,1,0,0,0.18588835059772577,0
3.172792215,1,1,1,1,0,0,0.15079259384556418,0
2.288770988,1,1,1,1,0,0,0.1818236683716374,0
2.836872707,1,1,1,1,0,0,0.16258410175186683,0
2.114147784,1,1,1,1,0,0,0.1879533239633868,0
1.292260161,1,1,1,1,0,0,0.21680337337670275,0
0.581453523,1,1,1,1,0,0,0.2417542377719596,0
2.279281304,1,1,1,1,0,0,0.18215677699215346,0
1.601612199,1,1,1,1,0,0,0.2059444416533691,0
2.128334157,1,1,1,1,0,0,0.18745535130801108,0
2.390739233,1,1,1,1,0,0,0.1782443604169791,0
0.49448597,1,1,1,1,0,0,0.24480698869701534,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.091928643,1,1,1,1,0,0,0.25893762949344257,0
-0.630948576,1,1,1,1,0,0,0.28431219762696275,0
0.624933775,1,1,1,1,0,0,0.2402279860270742,0
0.147387069,1,1,1,1,0,0,0.2569909176976808,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
1.061560919,1,1,1,1,0,0,0.2249014202934094,0
1.649595348,1,1,1,1,0,0,0.2042601283957931,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
1.929197336,1,-1,1,1,0,2,0.19444548835970465,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
1.284853019,1,1,1,1,0,0,0.2170633802276776,0
3.561152234,1,1,1,1,0,0,0.13716030954687933,0
2.810119772,1,1,1,1,0,0,0.16352318816113037,0
2.358285723,1,1,1,1,0,0,0.1793835494507767,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.330195277,1,1,1,1,0,0,0.2505739506010005,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
1.732954529,1,1,1,1,0,0,0.2013340392035441,0
4.845850696,1,1,1,1,0,0,0.09206458955705418,0
3.704334597,1,1,1,1,0,0,0.13213429609678345,0
2.016275185,1,1,1,1,0,0,0.19138886580431758,0
1.060357073,1,1,1,1,0,0,0.22494367791551503,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.311044846,1,1,1,1,0,0,0.2512461725266935,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.508862891,1,1,1,1,0,0,0.24430232739095098,0
0.450239897,1,1,1,1,0,0,0.24636012243047611,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
-0.741943227,1,1,1,1,0,0,0.2882083521331898,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
-0.95282853,1,1,1,1,0,0,0.2956108865452357,0
-0.470951563,1,1,1,1,0,0,0.2786959532623326,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.949900479,1,1,1,1,0,0,0.22882094544668283,0
2.364071461,1,1,1,1,0,0,0.17918045741906652,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
-0.401317853,1,1,1,1,0,0,0.2762516580592979,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
1.05282372,1,1,1,1,0,0,0.2252081150480571,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.405097738,1,1,1,1,0,0,0.24794471073832774,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.512303837,1,1,1,1,0,0,0.24418154267616696,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.342488631,1,-1,1,1,0,2,0.25014242704421447,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
1.146650105,1,1,1,1,0,0,0.22191460414976388,0
1.469760129,1,-1,1,1,0,2,0.21057273708974894,0
3.436682224,1,1,1,1,0,0,0.14152947856522813,0
1.285167236,1,1,1,1,0,0,0.21705235052516983,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
3.597893416,1,1,1,1,0,0,0.1358706138676397,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.549594576,1,1,1,1,0,0,0.2428725563467682,0
1.013856856,1,1,1,1,0,0,0.22657593702325426,0
4.660267277,1,1,1,1,0,0,0.09857897261699002,0
2.597178554,1,1,1,1,0,0,0.17099788967690158,0
1.388589678,1,1,1,1,0,0,0.2134219970818916,0
3.667460522,1,1,1,1,0,0,0.13342865661037442,0
0.502799785,1,1,1,1,0,0,0.24451515564484255,0
0.482657963,1,1,1,1,0,0,0.2452221775584384,0
0.291258669,1,1,1,1,0,0,0.25194071052456113,0
-0.326949934,1,-1,1,1,0,2,0.2736411817875127,0
1.280228455,1,1,1,1,0,0,0.21722571251761771,0
1.592871439,1,1,1,1,0,0,0.20625126140688899,0
2.293472093,1,1,1,1,0,0,0.18165864932553946,0
5.515200824,1,1,1,1,0,0,0.06856893914547799,0
4.29344456,1,1,1,1,0,0,0.11145525060831438,0
6.040007665,1,1,1,1,0,0,0.0501470735867406,0
0.925988511,1,1,1,1,0,0,0.22966030771357224,0
0.742359432,1,1,1,1,0,0,0.23610608917397963,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.534863613,1,1,1,1,0,0,0.24338964529976212,0
0.560052105,1,1,1,1,0,0,0.2425054742543406,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
2.871360987,1,1,1,1,0,0,0.1613734878499949,0
3.646318755,1,1,1,1,0,0,0.13417077877594302,0
4.616428431,1,1,1,1,0,0,0.10011781179394005,0
3.385976253,1,1,1,1,0,0,0.14330936881781584,0
5.387817092,1,1,1,1,0,0,0.07304038616549546,0
2.518340108,1,1,1,1,0,0,0.1737652912037269,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
2.00726014,1,1,1,1,0,0,0.19170531355998996,0
3.62432374,1,1,1,1,0,0,0.1349428518086046,0
2.517127829,1,1,1,1,0,0,0.1738078448425383,0
3.495884387,1,1,1,1,0,0,0.13945135342971288,0
3.33582946,1,1,1,1,0,0,0.14506963070214562,0
3.128224686,1,1,1,1,0,0,0.1523570113862325,0
5.362367531,1,1,1,1,0,0,0.07393372130262428,0
3.950759506,1,1,1,1,0,0,0.12348424394564908,0
3.662710185,1,1,1,1,0,0,0.13359540380712578,0
4.249502455,1,1,1,1,0,0,0.11299771440153678,0
4.330278842,1,1,1,1,0,0,0.11016228691587535,0
6.202573436,1,1,1,1,0,0,0.0444406602097578,0
4.397992331,1,1,1,1,0,0,0.10778539566100118,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
4.676305072,1,1,1,1,0,0,0.09801601100851398,0
2.751717688,1,1,1,1,0,0,0.16557322877749897,0
4.292850926,1,1,1,1,0,0,0.1114760884573757,0
4.193326373,1,1,1,1,0,0,0.1149696174892494,0
4.765334021,1,1,1,1,0,0,0.09489090058467006,0
3.483344376,1,1,1,1,0,0,0.13989153518555072,0
1.835377108,1,-1,1,1,0,2,0.19773878313385965,0
0.9895672,1,1,1,1,0,0,0.2274285569632828,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.304896421,1,1,1,1,0,0,0.25146199566370175,0
0.613123145,1,1,1,1,0,0,0.24064256491787028,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
1.79936523,1,1,1,1,0,0,0.1990028786509256,0
0.875860487,1,1,1,1,0,0,0.23141991076503696,0
1.34407712,1,1,1,1,0,0,0.21498448502048062,0
2.029125423,1,1,1,1,0,0,0.19093779440368053,0
3.850252823,1,1,1,1,0,0,0.12701224788411267,0
10.32370592,1,1,1,1,0,3,0.10022008473276754,0
41.94281282,-1,1,-1,-1,1,-1,1.210119748558121,1
11.82724098,1,1,1,1,0,3,0.15299744694357784,0
21.91196787,-1,1,-1,-1,1,9,0.5069933716349708,0
14.26154829,1,1,1,-1,0,4,0.23844694662620808,0
10.3174865,1,1,1,1,0,3,0.10000176951630615,0
2.187109724,1,1,1,1,0,0,0.1853922006231812,0
1.330547336,1,1,1,1,0,0,0.2154594099688899,0
5.829839706,1,1,1,1,0,0,0.05752442765871666,0
3.131058769,1,1,1,1,0,0,0.15225752888728333,0
3.229343021,1,1,1,1,0,0,0.14880753712758166,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
1.342090889,1,1,1,1,0,0,0.2150542060637141,0
2.210692631,1,1,1,1,0,0,0.18456438911559797,0
1.774603299,1,1,1,1,0,0,0.19987207647423816,0
0.086756437,1,1,1,1,0,0,0.2591191852128622,0
0.740019647,1,1,1,1,0,0,0.23618822073427753,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.445501566,1,1,1,1,0,0,0.2465264481904233,0
0.641488199,1,1,1,1,0,0,0.2396468896131074,0
0.683206888,1,1,1,1,0,0,0.2381824725742968,0
1.247729181,1,1,1,1,0,0,0.2183665079676995,0
0.577199823,1,1,1,1,0,0,0.2419035519260546,0
1.291970562,1,1,1,1,0,0,0.2168135389336794,0
1.118848068,1,1,1,1,0,0,0.22289051632898993,0
0.703135197,1,1,1,1,0,0,0.23748294543301288,0
1.758231667,1,1,1,1,0,0,0.20044675649004448,0
5.824126228,1,1,1,1,0,0,0.05772498320671265,0
7.089676383,1,1,1,1,0,0,0.013301410585544668,0
5.774068286,1,1,1,1,0,0,0.05948212622701688,0
4.457284469,1,1,1,1,0,0,0.10570411220660714,0
3.314789347,1,1,1,1,0,0,0.14580818459044495,0
16.05668199,-1,-1,1,-1,1,8,0.30146005754211325,0
12.48251254,1,1,1,1,0,3,0.17599890889057282,0
10.17067882,1,1,1,1,0,3,0.09484849952691943,0
7.302739859,1,1,1,1,0,0,0.005822417547134038,0
6.342695771,1,1,1,1,0,0,0.03952206042125702,0
4.937267907,1,1,1,1,0,0,0.08885564592440683,0
3.886956112,1,1,1,1,0,0,0.125723882331878,0
7.172206879,1,1,1,1,0,0,0.010404410045477545,0
3.055358979,1,1,1,1,0,0,0.15491475673810065,0
1.931364158,1,-1,1,1,0,2,0.19436942817821454,0
1.054179035,1,1,1,1,0,0,0.22516054053345635,0
3.199359691,1,1,1,1,0,0,0.1498600174519821,0
3.377891627,1,1,1,1,0,0,0.1435931568358624,0
21.35532958,-1,1,1,-1,0,7,0.4874541527412416,0
5.643902585,1,1,1,1,0,0,0.0640512264308399,0
7.014291646,1,1,1,1,0,0,0.015947579388429545,0
52.5638362,-1,-1,-1,-1,1,-1,1.5829408505653764,1
44.87445146,-1,1,-1,-1,1,-1,1.3130266633955359,1
28.75629326,-1,-1,-1,-1,1,10,0.7472441311993507,1
26.61306052,-1,1,-1,-1,1,9,0.672011984220984,1
25.046763,-1,1,-1,-1,1,9,0.6170315226792797,1
23.97074703,-1,1,-1,-1,1,9,0.579261013627561,0
28.07357268,-1,-1,-1,-1,1,10,0.7232791487403222,1
26.51636524,-1,1,-1,-1,1,9,0.6686177688465611,1
22.77694933,-1,1,-1,-1,1,9,0.5373561087832854,0
95.2637455,-1,-1,-1,-1,1,-1,3.081800863510368,1
49.74509772,-1,1,-1,-1,1,-1,1.483996977759039,1
30.51366518,-1,-1,-1,-1,1,-1,0.8089317212186664,1
35.95056074,-1,1,-1,-1,1,-1,0.9997786219038199,1
31.90315787,-1,-1,-1,-1,1,-1,0.8577059473344201,1
22.31387373,-1,1,-1,-1,1,9,0.5211011445178108,0
19.03504958,-1,1,1,-1,0,6,0.40600726051479824,0
15.69042234,-1,-1,1,-1,1,8,0.2886035444314348,0
15.29364267,1,-1,1,-1,0,5,0.2746757120059803,0
14.85309142,1,-1,1,-1,0,5,0.2592114015869899,0
13.12900042,1,1,1,1,0,3,0.19869204449837094,0
7.392958744,1,1,1,1,0,0,0.0026555377725443635,0
5.556255894,1,1,1,1,0,0,0.06712781658197742,0
5.411410985,1,1,1,1,0,0,0.07221218902533426,0
4.420680479,1,1,1,1,0,0,0.10698899214721251,0
3.737267631,1,1,1,1,0,0,0.13097827472398027,0
3.569423022,1,1,1,1,0,0,0.13686998683631693,0
2.709625836,1,1,1,1,0,0,0.16705074465207245,0
2.388196195,1,1,1,1,0,0,0.17833362660119556,0
2.451725013,1,1,1,1,0,0,0.17610362643185423,0
2.656766906,1,1,1,1,0,0,0.16890620846459298,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
2.876688844,1,1,1,1,0,0,0.16118646844075254,0
6.389154413,1,1,1,1,0,0,0.03789126068675906,0
3.059984114,1,1,1,1,0,0,0.15475240440481428,0
2.499339039,1,1,1,1,0,0,0.1744322701972235,0
1.974115335,1,1,1,1,0,0,0.19286876855710305,0
2.604587532,1,1,1,1,0,0,0.17073781837831947,0
1.433884327,1,1,1,1,0,0,0.2118320560422164,0
1.887644253,1,1,1,1,0,0,0.1959040922664648,0
1.773605596,1,1,1,1,0,0,0.19990709802711756,0
1.301779364,1,1,1,1,0,0,0.21646922857485873,0
1.871044225,1,1,1,1,0,0,0.19648678948036657,0
2.346712425,1,1,1,1,0,0,0.17978979747037366,0
1.437807567,1,1,1,1,0,0,0.211694341755381,0
0.417465627,1,1,1,1,0,0,0.24751057084036215,0
0.345763458,1,-1,1,1,0,2,0.2500274734689006,0
1.018219144,1,-1,1,1,0,2,0.22642281119335586,0
0.438390285,1,1,1,1,0,0,0.2467760696745541,0
0.877707929,1,1,1,1,0,0,0.2313550615186233,0
0.312617991,1,1,1,1,0,0,0.25119095170365857,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.954472632,1,1,1,1,0,0,0.22866045289723455,0
0.496536791,1,1,1,1,0,0,0.24473500040380822,0
0.897694853,1,1,1,1,0,0,0.23065347686290671,0
0.532784281,1,1,1,1,0,0,0.24346263439129717,0
0.304002133,1,1,1,1,0,0,0.2514933871243683,0
0.361610641,1,-1,1,1,0,2,0.24947120275765294,0
1.193686931,1,1,1,1,0,0,0.22026350889492569,0
0.725071,1,1,1,1,0,0,0.23671295087078698,0
0.578082027,1,1,1,1,0,0,0.24187258464016248,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.793937519,1,1,1,1,0,0,0.2342955857463178,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
-0.481876583,1,1,1,1,0,0,0.27907944530920276,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.333151502,1,1,1,1,0,0,0.2504701806512651,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
-0.512315972,1,1,1,1,0,0,0.28014793429989426,0
0.546239144,1,1,1,1,0,0,0.24299033933350994,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
-0.683827432,1,1,1,1,0,0,0.28616836088557357,0
0.885735042,1,1,1,1,0,0,0.2310732923324042,0
0.278097339,1,1,1,1,0,0,0.2524027019333854,0
0.377539187,1,1,1,1,0,0,0.248912076027523,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.309563152,1,1,1,1,0,0,0.25129818322002817,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.714402834,1,1,1,1,0,0,0.23708742678164937,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.793630081,1,1,1,1,0,0,0.23430637749112979,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.519745214,1,1,1,1,0,0,0.24392033410197103,0
0.613138361,1,1,1,1,0,0,0.24064203080306,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
-1.887534902,1,-1,-1,1,1,11,0.3284211202858419,0
0.561939397,1,1,1,1,0,0,0.24243922618595065,0
-0.59743737,1,1,1,1,0,0,0.28313588115504545,0
-1.576961063,1,1,-1,1,0,1,0.3175193006807142,0
-0.583683368,1,1,1,1,0,0,0.2826530856654596,0
1.245672151,1,1,1,1,0,0,0.21843871421035835,0
-0.589717293,1,1,1,1,0,0,0.2828648896025609,0
1.14386408,1,1,1,1,0,0,0.22201239970802203,0
0.772562247,1,1,1,1,0,0,0.23504590444703277,0
1.887695083,1,1,1,1,0,0,0.19590230802252365,0
-1.949382949,-1,1,-1,1,1,12,0.3305921217246446,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
-0.920145038,1,-1,-1,1,1,-1,0.2944636246412811,0
0.065959403,1,-1,1,1,0,2,0.2598492064977191,0
2.222660574,1,1,1,1,0,0,0.18414428819515163,0
2.795187061,1,1,1,1,0,0,0.16404735890925803,0
2.955292906,1,1,1,1,0,0,0.15842729430389205,0
1.768417799,1,1,1,1,0,0,0.20008920102466599,0
-0.604348708,1,1,1,1,0,0,0.2833784842034821,0
-3.196648526,-1,-1,-1,1,1,13,0.3743738657502241,0
1.805412801,1,1,1,1,0,0,0.19879059570944063,0
0.125176427,1,1,1,1,0,0,0.2577705597086683,0
1.220806455,1,1,1,1,0,0,0.21931155441164762,0
3.872730061,1,1,1,1,0,0,0.12622324777165464,0
-1.266666179,1,1,-1,1,0,1,0.3066272730049317,0
-1.393029927,1,1,-1,1,0,1,0.3110629163603394,0
-1.674925657,1,1,-1,1,0,1,0.32095807174693264,0
-1.439389513,1,1,-1,1,0,1,0.31269023901303844,0
12.0759264,1,1,1,1,0,3,0.16172684796458733,0
2.082721864,1,1,1,1,0,0,0.18905644234537383,0
3.674700657,1,1,1,1,0,0,0.13317451206960781,0
4.940907041,1,1,1,1,0,0,0.08872790437825913,0
3.601433802,1,1,1,1,0,0,0.1357463385918187,0
2.655954384,1,1,1,1,0,0,0.16893472976019766,0
2.534468698,1,1,1,1,0,0,0.1731991424925823,0
2.539873904,1,1,1,1,0,0,0.17300940796461864,0
2.49549488,1,1,1,1,0,0,0.17456720856835725,0
3.484274593,1,1,1,1,0,0,0.1398588825385658,0
0.0,1,1,1,1,0,0,0.2621645255055377,0
2.185089819,1,1,1,1,0,0,0.18546310369731134,0
-1.562562091,1,1,-1,1,0,1,0.31701386533642145,0
-0.620396766,1,1,1,1,0,0,0.28394180606565805,0
5.001702579,1,1,1,1,0,0,0.08659384830255507,0
3.594356903,1,1,1,1,0,0,0.13599475319270754,0
-0.787404801,1,1,1,1,0,0,0.28980415260469433,0
6.681300989,1,1,1,1,0,0,0.02763627823214304,0
5.382587633,1,1,1,1,0,0,0.07322395159017507,0
8.62697655,1,1,1,1,0,0,0.040661180576445424,0
0.630003133,1,1,1,1,0,0,0.2400500404969299,0
1.317069099,1,1,1,1,0,0,0.21593252550509304,0
-0.420805952,1,1,1,1,0,0,0.27693573286878265,0
-1.612939234,1,1,-1,1,0,1,0.31878221300851156,0
2.01649188,1,1,1,1,0,0,0.19138125933686068,0
-1.07655659,1,1,1,1,0,0,0.29995401149920975,0
