Test Size,MAE,MSE,RMSE,R2
0.2,1.6573161349330874,5.85668064122337,2.4200579830292024,0.6762157750161799
0.25,1.788541977316919,6.574954317451781,2.5641673731353385,0.6243438033700497
0.3,1.6568410169971148,5.911548454117512,2.43136760982734,0.6464888549023227
0.35,1.773578170263454,6.767552704870102,2.6014520377800743,0.5819959682597253
