Test Size,Method,MAE,MSE,RMSE,R2
0.2,NoCV NoTuning,1.7230130150604073,6.4465108245330445,2.538997996165622,0.6436072514387197
0.25,NoCV NoTuning,1.8153531356167323,6.8703497053095575,2.62113519401605,0.607466559430857
0.3,NoCV NoTuning,1.7454914015029237,6.444760713799277,2.5386533268249285,0.614602712385986
0.35,NoCV NoTuning,1.8185957799326642,6.976570707525591,2.6413198798187225,0.5690857817231034
