test_size,mse,rmse,mae,r2
0.2,0.5149188796794761,0.7175784832890937,0.15860714883675275,0.5615035191006296
0.25,0.4098570139643107,0.6402007606714558,0.14119190652898125,0.5712032047811703
0.3,0.8040487047783644,0.8966876294331066,0.16796820940932417,0.08417399424875849
0.35,0.7960632838229277,0.8922237857303109,0.17723168987118126,0.44242054699472877
